Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,SaleType,SaleCondition,SalePrice,No_Parking_spots,Total_house_Area,House_Age,No_Years_Last_Upgrade
417,60,2,74.0,7844,1,2,3,3,0,4,0,17,2,0,0,3,6,7,2,0,3,3,1,203.0,3,2,1,3,2,3,0,209,0,0,463,672,0,3,1,3,0,1400,0,0,1,1,3,1,3,6,4,1,4,0,1978.0,0,2,3,2,0,0,0,0,0,0,0,4,1,0,3,8,3,149500,220.0,1400,28,28
419,50,2,60.0,8160,1,2,3,3,0,4,0,5,2,0,0,0,5,6,0,0,4,5,2,0.0,3,2,0,3,2,3,0,312,0,0,444,756,0,1,0,1,0,1134,1,0,1,1,3,1,3,7,4,0,5,3,1940.0,2,2,3,1,0,0,0,0,0,0,0,4,1,0,4,8,1,126000,240.0,1134,67,57
425,20,2,72.0,9000,1,2,3,3,0,4,0,10,2,0,0,2,6,5,0,0,8,10,1,74.0,3,2,1,2,2,3,3,616,0,0,580,1196,0,2,1,0,0,1196,1,0,1,0,2,1,3,6,4,1,2,0,1956.0,1,2,3,2,0,44,0,0,0,0,0,4,1,0,5,8,3,139000,297.0,1196,52,52
428,20,2,77.0,8593,1,2,0,3,0,4,0,10,2,0,0,2,4,6,2,0,4,5,2,0.0,3,2,1,3,2,3,4,288,0,0,619,907,0,0,1,3,0,907,0,0,1,0,3,1,3,5,4,0,5,3,1964.0,2,2,3,2,0,0,0,0,0,0,0,4,1,0,7,8,3,109008,352.0,907,51,51
429,20,2,64.0,6762,1,2,3,3,0,4,0,3,2,0,0,2,7,5,0,0,7,9,1,108.0,2,2,2,2,2,3,2,664,0,0,544,1208,0,0,1,3,0,1208,1,0,2,0,2,1,2,6,4,0,5,0,2007.0,1,2,3,2,105,54,0,0,0,0,0,4,1,0,9,6,4,195400,314.0,1208,0,0
432,50,3,60.0,5586,1,2,0,0,0,4,0,15,1,0,0,0,6,7,0,0,4,5,2,0.0,3,2,0,3,2,3,5,0,0,0,901,901,0,2,1,3,0,1198,0,0,1,0,4,1,3,7,4,0,5,4,0.0,3,3,4,0,0,98,0,0,0,0,0,2,1,0,9,3,0,79900,0.0,1198,88,10
434,60,2,100.0,10839,1,2,0,3,0,0,0,6,2,0,0,3,6,5,0,0,7,9,2,0.0,3,2,2,2,2,3,5,0,0,0,926,926,0,0,1,3,0,1604,0,0,2,1,3,1,3,7,4,1,4,0,1997.0,0,2,3,2,0,36,0,0,0,0,0,4,1,0,7,8,3,181000,235.0,1604,11,10
443,50,3,52.0,6240,1,2,3,3,0,4,0,1,2,0,0,0,5,7,0,0,4,5,2,0.0,3,2,2,3,2,3,5,0,0,0,1078,1078,0,3,1,3,0,1573,0,0,2,0,3,1,3,8,4,1,2,3,1930.0,2,2,3,1,0,0,0,0,0,0,0,4,1,0,6,8,3,162900,180.0,1573,78,16
444,120,2,53.0,3922,1,2,3,3,0,4,0,0,2,0,3,2,7,5,0,0,9,11,1,72.0,2,2,2,0,2,0,5,0,0,0,1258,1258,0,0,1,3,0,1258,0,0,2,0,2,1,2,6,4,1,2,0,2007.0,0,2,3,2,144,16,0,0,0,0,0,4,1,0,6,6,4,172500,216.0,1258,1,0
445,60,2,70.0,8750,1,2,3,3,0,4,0,3,2,0,0,3,7,5,0,0,7,9,2,0.0,2,1,2,2,2,3,2,642,0,0,273,915,0,0,1,3,0,1908,1,0,2,1,4,1,2,8,4,1,4,0,1994.0,2,2,3,2,144,133,0,0,0,0,0,4,1,0,7,8,3,210000,246.0,1908,14,13
446,20,2,73.0,9855,1,2,3,3,0,0,0,5,2,0,0,2,6,5,2,0,8,10,2,0.0,3,2,1,3,2,3,5,0,0,0,1436,1436,0,1,1,3,0,1689,0,0,1,0,3,1,3,7,4,1,2,0,1956.0,2,2,3,2,0,0,0,0,0,0,0,2,1,0,11,0,3,127500,240.0,1689,53,53
448,60,2,0.0,11214,1,2,0,3,0,0,0,6,2,0,0,3,7,5,0,0,7,9,2,0.0,2,2,2,2,2,3,5,0,0,0,930,930,0,2,1,3,0,1886,0,0,2,1,4,1,2,10,4,1,4,0,1998.0,0,2,3,2,89,0,0,0,0,0,0,4,1,0,7,8,3,199900,215.0,1886,8,7
449,50,3,50.0,8600,1,2,3,0,0,4,0,7,2,0,0,0,6,6,0,0,4,5,2,0.0,3,2,0,3,2,3,5,0,0,0,780,780,0,3,1,3,0,1376,0,0,2,0,3,1,3,7,4,1,2,3,1937.0,2,2,3,0,0,0,0,0,0,0,0,4,1,0,6,8,3,119500,198.0,1376,69,56
453,60,2,0.0,9303,1,2,0,3,0,0,0,21,2,0,0,3,6,5,2,0,7,9,1,42.0,2,2,2,0,2,3,0,742,0,0,130,872,0,0,1,3,0,1756,1,0,2,1,3,1,3,7,4,0,5,0,1996.0,0,2,3,2,144,122,0,0,0,0,0,4,1,0,7,8,3,204000,211.0,1756,11,10
454,60,0,75.0,9000,1,2,3,3,0,4,0,19,2,0,0,3,8,5,0,0,7,9,2,0.0,2,2,2,2,2,3,5,0,0,0,768,768,0,0,1,3,0,1590,0,0,2,1,3,1,2,6,4,0,5,0,2008.0,1,2,3,2,0,30,0,0,0,0,0,4,1,0,6,8,3,210000,338.0,1590,1,1
456,20,2,80.0,9600,1,2,3,3,0,4,0,12,2,0,0,2,7,6,2,0,3,3,1,320.0,3,2,1,3,2,3,0,916,0,0,326,1242,0,1,1,3,0,1242,0,0,1,1,3,1,3,6,4,1,4,0,1973.0,2,2,3,2,0,0,0,0,0,0,0,4,1,0,9,8,3,175500,264.0,1242,34,34
459,70,3,0.0,5100,1,0,3,3,0,4,0,15,2,0,0,3,8,7,2,0,6,11,2,0.0,3,1,2,3,2,3,5,0,0,0,588,588,0,1,1,3,0,1666,0,0,1,0,3,1,2,7,4,1,2,3,1925.0,2,2,3,2,192,63,0,0,0,0,0,2,1,0,6,8,3,161000,228.0,1666,83,12
461,60,0,75.0,8004,1,2,0,3,0,4,0,19,5,0,0,3,8,5,0,0,7,9,3,110.0,2,2,2,2,2,3,2,544,0,0,288,832,0,0,1,3,0,1935,1,0,2,1,3,1,3,8,4,0,5,2,2009.0,0,2,3,2,0,150,0,0,0,0,0,4,1,0,12,6,4,263435,276.0,1935,0,0
464,70,2,74.0,11988,1,2,0,1,0,4,1,4,2,0,0,3,6,7,2,0,6,8,2,0.0,3,2,1,3,2,3,3,326,0,0,389,715,0,1,1,0,0,1660,0,0,1,1,3,1,3,6,4,1,2,3,1939.0,2,2,3,2,0,0,0,0,0,0,0,4,1,0,8,8,3,188700,240.0,1660,74,13
465,20,2,60.0,8430,1,2,3,1,0,4,1,3,2,0,0,2,5,5,0,0,3,3,1,136.0,3,2,1,2,2,3,4,616,0,0,424,1040,0,3,1,3,0,1040,0,0,2,0,3,1,3,5,4,0,5,4,0.0,3,3,4,2,0,0,0,0,0,0,0,4,1,0,8,8,3,124000,0.0,1040,31,31
466,120,3,0.0,3072,1,2,3,3,0,4,0,0,2,0,3,2,7,5,2,0,7,9,1,18.0,2,2,2,2,2,3,5,0,0,0,1375,1375,0,0,1,3,0,1414,0,0,2,0,2,1,2,6,4,1,4,0,2004.0,0,2,3,2,144,20,0,0,0,0,0,4,1,0,5,8,3,178740,199.0,1414,2,2
468,70,2,79.0,9480,1,2,3,3,0,4,0,10,0,0,0,3,5,7,0,0,4,5,3,224.0,3,2,1,3,2,3,3,386,0,0,342,728,0,0,1,3,0,1644,0,0,1,1,3,1,2,7,4,2,2,0,1942.0,2,2,3,2,168,0,0,0,0,0,0,4,1,0,6,8,3,146500,312.0,1644,65,12
469,20,2,98.0,11428,1,2,0,3,0,4,0,14,2,0,0,2,8,5,0,0,7,9,3,248.0,2,2,2,2,2,3,5,0,0,0,1626,1626,0,0,1,3,0,1634,0,0,2,0,3,1,2,7,4,1,2,0,2006.0,1,2,3,2,0,44,0,0,0,0,0,4,1,0,5,8,3,250000,288.0,1634,1,1
470,60,2,76.0,9291,1,2,0,3,0,0,0,18,6,0,0,3,6,5,0,0,3,3,1,120.0,2,2,2,2,2,3,2,426,0,0,406,832,0,0,1,3,0,1710,0,0,2,1,3,1,2,7,4,0,5,0,1993.0,1,2,3,2,144,70,0,0,0,0,0,4,1,0,6,8,3,187000,253.0,1710,15,15
475,120,2,41.0,5330,1,2,3,3,0,4,0,20,2,0,3,2,8,5,0,0,2,2,2,0.0,2,2,2,2,2,0,2,1196,0,0,298,1494,0,0,1,3,0,1652,1,0,2,0,2,1,0,6,4,0,5,0,2000.0,1,2,3,2,96,48,0,0,0,0,0,4,1,0,8,8,3,251000,249.0,1652,7,7
477,20,2,75.0,13125,1,2,3,3,0,4,1,3,2,0,0,2,6,5,0,0,7,9,1,215.0,3,2,2,2,2,1,2,994,0,0,484,1478,0,0,1,3,0,1493,1,0,2,0,3,1,2,7,4,1,4,0,1997.0,0,2,3,2,140,39,0,0,0,0,0,4,1,0,4,8,3,208900,254.0,1493,11,10
479,20,2,79.0,10637,1,2,3,3,0,4,0,3,2,0,0,2,8,5,2,0,7,9,3,336.0,2,2,2,0,2,1,2,1288,0,0,417,1705,0,0,1,3,0,1718,1,0,2,0,3,1,2,7,4,1,2,0,2007.0,1,2,3,2,208,44,0,0,0,0,0,4,1,0,9,8,3,297000,275.0,1718,2,1
484,120,3,32.0,4500,1,2,3,3,0,2,0,9,2,0,2,2,6,5,2,0,7,9,1,116.0,3,2,2,0,2,3,2,897,0,0,319,1216,0,0,1,3,0,1216,1,0,2,0,2,1,3,5,4,0,5,0,1998.0,2,2,3,2,0,125,0,0,0,0,0,4,1,0,5,8,3,164000,201.0,1216,8,8
485,20,2,0.0,7758,1,2,0,3,0,0,0,17,2,0,0,2,5,7,0,0,3,6,2,0.0,3,1,1,3,2,3,0,588,0,0,411,999,0,2,1,3,0,999,1,0,1,0,3,1,2,6,4,0,5,3,1963.0,2,2,3,2,0,132,0,0,0,0,0,4,1,0,3,8,3,132500,264.0,999,45,6
487,20,2,79.0,10289,1,2,3,3,0,4,0,10,2,0,0,2,5,7,2,0,4,5,1,168.0,3,2,1,3,2,3,0,836,0,0,237,1073,0,3,1,3,0,1073,1,0,1,1,3,1,3,6,4,0,5,0,1965.0,1,2,3,2,0,0,0,0,0,0,0,4,1,0,6,8,3,156000,257.0,1073,42,42
493,60,2,105.0,15578,1,2,0,3,0,0,0,6,2,0,0,3,6,5,0,0,7,9,2,0.0,2,2,2,2,2,3,5,0,0,0,728,728,0,2,1,3,0,1456,0,0,2,1,3,1,3,8,4,0,5,0,2006.0,1,2,3,2,0,0,0,0,0,0,0,4,1,0,5,6,4,172785,214.0,1456,0,0
498,50,2,60.0,9120,1,1,3,3,0,4,0,1,2,0,0,0,7,6,0,0,8,10,2,0.0,3,1,2,3,2,3,4,329,0,0,697,1026,0,0,1,3,0,1820,1,0,2,0,4,1,3,8,4,0,5,3,1925.0,2,2,3,0,0,100,0,0,0,0,0,0,1,0,6,8,3,184000,240.0,1820,83,58
499,20,2,65.0,7800,1,2,3,3,0,4,0,17,2,0,0,2,5,7,2,0,3,3,1,89.0,3,2,2,3,2,3,0,450,0,0,414,864,0,0,1,3,0,899,0,0,1,0,3,1,2,5,4,0,5,0,1967.0,0,2,3,2,64,0,0,0,0,0,0,2,1,0,6,8,3,130000,288.0,899,42,5
502,60,0,75.0,9803,1,2,3,3,0,4,0,19,2,0,0,3,7,5,0,0,7,9,2,0.0,2,2,2,2,2,3,2,400,0,0,466,866,0,2,1,3,0,1768,0,0,2,1,3,1,2,7,4,0,5,0,2005.0,1,2,3,2,0,108,0,0,0,0,0,4,1,0,2,8,3,226700,301.0,1768,3,3
507,60,2,80.0,9554,1,2,0,3,0,4,0,18,2,0,0,3,8,5,0,0,7,9,1,125.0,2,2,2,2,2,3,2,380,0,0,397,777,0,0,1,3,0,1911,0,0,2,1,3,1,2,8,4,1,4,0,1993.0,1,2,3,2,182,81,0,0,0,0,0,4,1,0,9,8,3,215000,235.0,1911,13,12
508,20,0,75.0,7862,1,2,0,3,0,4,0,19,2,0,0,2,6,5,0,0,7,9,2,0.0,2,2,2,2,2,3,2,27,0,0,1191,1218,0,0,1,3,0,1218,0,0,2,0,2,1,2,4,4,0,5,0,2009.0,0,2,3,2,0,102,0,0,0,0,0,4,1,0,9,6,4,208300,338.0,1218,0,0
510,20,2,80.0,9600,1,2,3,3,0,0,0,10,2,0,0,2,5,6,0,0,4,5,1,132.0,3,2,1,3,2,3,0,991,0,0,50,1041,0,0,1,3,0,1041,1,0,1,0,3,1,3,6,4,0,5,0,1959.0,1,2,3,2,224,88,0,0,0,0,0,2,1,0,7,8,3,124500,270.0,1041,50,50
512,120,2,40.0,6792,1,2,0,3,0,4,0,14,2,0,3,2,7,5,0,0,7,9,3,94.0,2,2,2,2,2,3,5,0,0,0,1368,1368,0,0,1,3,0,1368,0,0,2,0,2,1,2,6,4,1,2,0,2005.0,1,2,3,2,132,35,0,0,0,0,0,4,1,0,3,6,4,202665,237.0,1368,1,0
517,80,2,0.0,10448,1,2,0,3,0,0,0,12,2,0,0,5,6,6,0,0,3,3,1,333.0,3,2,1,3,2,3,5,0,0,0,689,689,0,3,1,3,0,2119,0,0,2,1,3,1,3,7,4,1,4,0,1972.0,1,2,3,2,0,104,0,0,0,0,0,0,1,0,8,0,0,158000,291.0,2119,37,37
519,60,2,0.0,9531,1,2,0,3,0,1,0,3,2,0,0,3,6,5,0,0,7,9,2,0.0,3,2,2,2,2,2,2,706,0,0,88,794,0,0,1,3,0,1796,1,0,2,1,3,1,3,7,4,0,5,0,1998.0,1,2,3,2,0,36,0,0,0,0,0,2,1,0,5,8,3,211000,273.0,1796,9,9
522,20,2,90.0,11988,1,2,0,3,0,0,0,10,1,0,0,2,6,6,0,0,7,9,2,0.0,3,2,1,3,2,3,4,777,0,0,467,1244,0,0,1,0,0,1244,0,0,1,1,3,1,3,6,4,2,2,0,1957.0,2,2,3,2,0,40,0,0,0,0,0,4,1,0,5,8,3,150000,336.0,1244,50,50
526,20,0,62.0,7500,1,1,3,3,0,4,0,19,2,0,0,2,7,5,0,0,7,9,2,0.0,2,2,2,2,2,3,5,0,0,0,1257,1257,0,0,1,3,0,1266,0,0,2,0,3,1,2,6,4,1,4,0,2005.0,2,2,3,2,38,144,0,0,0,0,0,4,1,0,4,8,3,176000,226.0,1266,1,1
531,80,2,85.0,10200,1,2,3,3,0,4,0,21,2,0,0,5,6,5,0,0,3,3,1,219.0,2,2,1,2,2,0,2,783,0,0,678,1461,0,0,1,3,0,1509,1,0,2,0,3,1,2,5,4,1,1,0,1988.0,1,2,3,2,224,0,0,0,0,0,0,4,1,0,8,8,0,175000,300.0,1509,20,19
535,60,2,74.0,9056,1,2,0,3,0,4,0,6,2,0,0,3,8,5,0,0,7,9,2,0.0,2,2,2,0,1,0,5,0,0,0,707,707,0,0,1,3,0,1414,0,0,2,1,3,1,2,6,4,1,2,0,2004.0,0,2,3,2,100,35,0,0,0,0,0,4,1,0,10,8,3,178000,201.0,1414,2,2
537,60,2,57.0,8924,1,2,0,3,0,1,0,3,2,0,0,3,7,5,0,0,7,9,2,0.0,3,2,2,2,2,0,5,0,0,0,880,880,0,0,1,3,0,1724,0,0,2,1,3,1,2,8,4,0,5,0,1998.0,0,2,3,2,120,155,0,0,0,0,0,4,1,0,7,8,3,188000,263.0,1724,10,9
538,20,2,0.0,12735,1,2,0,3,0,2,0,10,2,0,0,2,4,5,2,0,4,5,2,0.0,3,2,1,3,2,3,1,600,0,0,264,864,0,3,1,3,0,864,0,0,1,0,3,1,3,5,4,0,5,3,1980.0,2,2,3,2,216,0,0,0,0,0,0,3,1,0,4,0,3,111250,288.0,864,36,36
542,60,2,0.0,11000,1,2,3,3,0,2,0,13,2,0,0,3,8,5,0,0,7,9,1,72.0,2,2,2,2,2,3,5,0,0,0,969,969,0,0,1,3,0,2285,0,0,2,1,4,1,2,8,4,1,4,2,2000.0,0,2,3,2,0,56,0,0,0,0,0,4,1,0,6,8,3,248000,216.0,2285,7,7
545,60,2,58.0,17104,1,2,0,3,0,4,0,6,2,0,0,3,7,5,0,0,7,9,2,0.0,2,2,2,2,1,0,2,554,0,0,100,654,0,0,1,3,0,1496,1,0,2,1,3,1,2,7,4,1,2,0,2006.0,1,2,3,2,100,24,0,0,0,0,0,4,1,0,9,6,4,179665,213.0,1496,0,0
548,85,2,54.0,7244,1,2,3,3,0,4,0,9,2,0,0,4,5,7,0,0,7,9,2,0.0,3,1,1,2,2,0,0,619,0,0,149,768,0,0,1,3,0,768,1,0,1,0,2,1,3,5,4,0,5,3,1987.0,2,2,3,2,104,0,0,0,0,0,0,4,1,0,4,8,3,129500,312.0,768,37,37
552,20,3,50.0,6000,1,2,3,3,0,4,0,15,2,0,0,2,5,6,2,0,1,1,2,0.0,3,2,1,3,2,3,4,308,0,0,620,928,0,2,1,0,0,928,0,0,1,0,3,1,3,5,4,0,5,0,1957.0,0,2,3,2,0,0,0,0,0,0,0,4,1,0,6,8,3,112500,288.0,928,51,51
555,60,2,85.0,10625,1,2,3,3,0,4,0,14,2,0,0,3,7,5,0,0,7,9,1,292.0,2,2,2,2,2,3,2,866,0,0,132,998,0,0,1,3,0,2046,1,0,2,1,3,1,2,8,4,1,2,2,2003.0,1,2,3,2,320,62,0,0,0,0,0,4,1,0,8,8,3,284000,290.0,2046,5,4
560,120,2,0.0,3196,1,2,3,3,0,4,0,0,2,0,3,2,7,5,0,0,7,9,1,18.0,2,2,2,2,2,1,5,0,0,0,1374,1374,0,0,1,3,0,1557,0,0,2,0,2,1,2,7,4,1,4,0,2003.0,0,2,3,2,143,20,0,0,0,0,0,4,1,0,10,8,3,234000,210.0,1557,3,2
563,30,2,63.0,13907,1,2,3,3,0,4,0,5,2,0,0,2,5,6,0,0,9,11,2,0.0,3,2,1,3,2,3,1,290,0,0,706,996,0,0,1,3,0,996,1,0,1,0,3,1,3,6,4,1,2,4,0.0,3,3,4,2,144,0,0,0,0,0,0,4,1,0,7,8,3,108000,0.0,996,68,39
565,60,2,0.0,13346,1,2,0,3,0,1,0,13,2,0,0,3,7,5,0,0,3,3,2,0.0,2,2,2,2,2,3,2,728,0,0,367,1095,0,0,1,3,0,2295,1,0,2,1,4,1,2,9,4,1,4,0,1992.0,1,2,3,2,0,40,0,0,0,0,0,4,1,0,7,8,3,268000,295.0,2295,14,6
568,20,2,70.0,10171,1,2,0,3,0,4,0,14,2,0,0,2,7,5,0,0,7,9,1,168.0,2,2,2,2,2,3,2,2,0,0,1515,1517,0,0,1,3,0,1535,0,0,2,0,3,1,2,7,4,0,5,0,2004.0,1,2,3,2,0,0,0,0,0,0,0,4,1,0,3,8,3,214000,266.0,1535,6,6
570,90,2,0.0,7032,1,2,0,3,0,0,0,10,2,0,1,4,5,5,0,0,4,5,2,0.0,3,2,1,2,2,1,2,943,0,0,0,943,0,3,1,3,0,943,1,0,1,0,2,1,3,4,4,2,4,3,1979.0,2,2,3,2,42,0,0,0,0,0,0,4,1,0,12,8,3,135960,300.0,943,27,27
572,20,2,60.0,7332,1,2,3,3,0,4,0,10,2,0,0,2,6,6,0,0,9,11,1,207.0,3,2,1,3,2,3,1,414,0,0,450,864,0,0,1,3,0,864,1,0,1,0,2,1,2,4,4,0,5,0,1959.0,2,2,3,2,168,0,0,0,0,0,0,4,1,0,10,8,0,120000,288.0,864,47,47
573,60,2,83.0,13159,1,2,0,1,0,0,0,21,2,0,0,3,7,5,0,0,7,9,2,0.0,3,2,2,0,2,0,5,0,0,0,846,846,0,2,1,3,0,1692,0,0,2,1,3,1,2,6,4,0,5,0,2009.0,1,2,3,2,208,114,0,0,0,0,0,4,1,0,7,6,4,224500,325.0,1692,0,0
574,80,2,76.0,9967,1,2,0,3,0,4,0,6,2,0,0,5,7,5,0,0,7,9,2,0.0,3,2,2,2,2,3,5,0,0,0,384,384,0,0,1,3,0,1430,0,0,2,1,3,1,3,8,4,1,4,2,2000.0,1,2,3,2,100,0,0,0,0,0,0,4,1,0,12,8,3,170000,200.0,1430,7,7
580,50,3,81.0,12150,1,0,3,3,0,4,0,15,2,0,0,0,5,5,0,0,4,5,1,335.0,3,2,0,3,2,3,5,0,0,0,1050,1050,0,0,0,1,0,1795,0,0,2,0,4,1,3,7,4,0,5,0,1954.0,2,0,3,2,0,0,0,0,0,0,0,4,1,0,11,8,3,131500,352.0,1795,54,54
583,90,2,81.0,11841,0,2,3,3,0,4,0,5,2,0,1,4,6,5,0,0,3,3,1,104.0,3,1,1,2,2,0,2,816,0,0,0,816,0,3,1,3,0,816,1,0,1,0,3,1,3,5,4,0,5,4,0.0,3,3,4,2,0,32,0,0,0,0,0,4,1,0,5,8,3,118500,0.0,816,17,17
588,85,2,74.0,8740,1,2,0,3,0,4,0,17,2,0,0,4,5,6,2,0,3,3,2,0.0,3,2,1,3,2,0,0,672,0,0,168,840,0,3,1,3,0,860,1,0,1,0,2,1,3,4,4,0,5,3,1996.0,2,2,3,2,0,0,0,0,0,0,0,4,1,0,7,8,3,137000,264.0,860,27,27
591,60,2,64.0,8320,1,2,3,3,0,4,0,3,2,0,0,3,7,5,0,0,7,9,2,0.0,2,2,2,2,2,3,2,490,0,0,280,770,0,0,1,3,0,1582,0,0,2,1,3,1,2,6,4,0,5,0,2004.0,1,2,3,2,0,45,0,0,0,0,0,4,1,0,9,8,3,185900,260.0,1582,4,4
594,120,3,0.0,4435,1,2,3,3,0,4,0,3,2,0,3,2,6,5,0,0,7,9,1,170.0,2,2,2,2,2,0,2,685,0,0,163,848,0,0,1,3,0,848,1,0,1,0,1,1,2,4,4,0,5,0,2003.0,0,2,3,2,140,0,0,0,0,0,0,4,1,0,5,8,3,140000,210.0,848,6,6
595,20,2,88.0,7990,1,2,0,3,0,4,0,3,2,0,0,2,5,6,2,0,3,3,2,0.0,3,2,1,2,2,3,5,0,0,0,924,924,0,3,1,3,0,924,0,0,1,0,3,1,3,5,4,0,5,3,1981.0,2,2,3,2,0,0,0,0,0,0,0,2,1,0,4,8,3,110000,280.0,924,33,33
597,70,3,60.0,3600,1,0,3,3,0,4,0,15,2,0,0,3,6,7,0,0,7,9,2,0.0,3,2,1,3,2,3,5,0,0,0,684,684,0,0,0,0,0,1368,0,0,1,0,3,1,3,7,4,0,5,3,1930.0,2,2,0,0,0,158,0,0,0,0,0,4,1,0,10,8,3,114504,216.0,1368,96,13
601,60,2,74.0,10927,1,2,3,3,0,4,0,14,2,0,0,3,8,5,0,0,7,9,1,280.0,2,2,2,2,2,0,2,546,0,0,512,1058,0,0,1,3,0,1904,1,0,2,1,3,1,0,8,4,1,2,2,2003.0,0,2,3,2,179,60,0,0,0,0,0,4,1,0,6,8,3,275000,368.0,1904,1,1
603,60,2,80.0,10041,1,2,0,3,0,4,0,18,2,0,0,3,8,5,0,0,3,3,2,0.0,2,2,2,2,2,2,2,789,0,0,119,908,0,0,1,3,0,1915,1,0,2,1,3,1,2,8,4,1,4,0,1992.0,0,2,3,2,120,150,0,0,0,0,0,4,1,0,2,8,0,220000,253.0,1915,14,14
605,20,2,88.0,12803,1,2,0,3,0,4,0,3,2,0,0,2,7,5,0,0,7,9,1,99.0,2,2,2,2,2,2,2,922,0,0,572,1494,0,0,1,3,0,1494,1,0,2,0,3,1,2,6,4,1,4,0,2002.0,1,2,3,2,192,36,0,0,0,0,0,4,1,0,9,8,3,221000,265.0,1494,6,6
607,20,2,82.0,12464,1,2,1,2,0,0,1,3,2,0,0,2,5,5,0,0,7,9,2,0.0,3,1,2,2,2,3,2,732,0,0,308,1040,0,2,1,3,0,1040,1,0,1,0,3,1,2,6,4,0,5,3,2000.0,2,2,3,2,168,0,0,0,0,0,0,0,1,0,11,8,3,152000,288.0,1040,13,13
611,60,2,0.0,11050,1,2,3,3,0,4,0,3,3,0,0,3,9,5,2,0,7,9,1,204.0,2,2,2,0,2,2,2,904,0,0,536,1440,0,0,1,3,0,2153,1,0,2,1,3,1,0,8,4,2,0,0,2000.0,0,2,3,2,253,142,0,0,0,0,0,4,1,0,5,8,3,313000,245.0,2153,9,9
613,60,2,0.0,11885,1,2,3,3,0,4,0,3,2,0,0,3,8,5,0,0,7,9,1,108.0,2,2,2,2,2,0,2,990,0,0,309,1299,0,0,1,3,0,1872,1,0,2,1,3,1,0,7,4,1,4,2,2001.0,1,2,3,2,160,122,0,0,0,0,0,4,1,0,11,8,3,261500,265.0,1872,8,8
614,20,2,70.0,8402,1,2,3,3,0,4,0,9,1,0,0,2,5,5,0,0,7,9,2,0.0,3,2,2,2,2,3,0,206,0,0,914,1120,0,0,1,3,0,1120,0,0,1,0,3,1,3,6,4,0,5,4,0.0,3,3,4,2,0,30,0,0,0,0,0,4,1,0,12,6,4,147000,0.0,1120,0,0
616,85,2,80.0,8800,1,2,3,3,0,4,0,10,1,0,0,4,6,7,0,0,4,5,1,156.0,3,1,2,3,2,1,2,763,0,0,173,936,0,0,1,3,0,1054,1,0,1,0,3,1,2,6,4,0,5,0,1963.0,1,2,3,2,120,0,0,0,0,0,0,2,1,0,5,8,0,137500,240.0,1054,47,47
617,60,2,0.0,7861,1,2,0,3,0,4,0,6,2,0,0,3,6,5,0,0,7,9,2,0.0,2,2,2,2,2,3,2,457,0,0,326,783,0,0,1,3,0,1509,1,0,2,1,3,1,2,7,4,1,2,0,2002.0,0,2,3,2,100,75,0,0,0,0,0,4,1,0,6,8,3,183200,196.0,1509,4,3
618,45,2,59.0,7227,1,2,3,1,0,0,1,10,0,0,0,1,6,6,0,0,4,5,2,0.0,3,2,1,3,2,3,5,0,0,0,832,832,0,2,1,3,0,832,0,0,1,0,2,1,2,4,4,0,5,3,1962.0,2,2,3,2,0,0,0,0,0,0,0,4,1,0,6,8,3,105500,264.0,832,54,54
620,60,2,85.0,12244,1,2,3,3,0,4,0,21,2,0,0,3,8,5,2,0,7,9,3,226.0,2,2,2,2,2,1,2,871,0,0,611,1482,0,0,1,3,0,2262,1,0,2,1,4,1,2,10,4,2,2,0,2003.0,0,2,3,2,168,0,0,0,0,0,0,4,1,0,8,8,3,305000,249.0,2262,5,5
623,20,2,71.0,7064,1,2,3,3,0,4,0,17,2,0,0,2,5,6,0,0,5,6,1,153.0,3,2,1,3,2,3,1,560,0,0,420,980,0,3,1,3,0,980,0,0,1,0,3,1,3,6,4,0,5,3,1986.0,2,2,3,2,192,0,0,0,0,0,0,4,1,0,7,8,3,135000,242.0,980,32,32
632,120,2,34.0,4590,1,2,3,3,0,4,0,14,2,0,2,2,8,5,0,0,7,9,3,108.0,2,2,2,2,1,2,2,24,0,0,1530,1554,0,0,1,3,0,1554,0,0,2,0,2,1,2,6,4,1,2,0,2006.0,1,2,3,2,156,73,0,0,0,0,0,4,1,0,8,8,3,209500,313.0,1554,1,1
